date,category,region,channel,sales_amount,units_sold,discount_pct,customer_rating,return_rate,marketing_spend,profit_margin,num_reviews,high_value
2023-05-27,Home & Garden,East,Online,886.83,56,0.328,2.9,0.192,94.45,0.378,211,0
2023-05-28,Clothing,North,In-Store,876.45,101,0.278,4.2,0.086,353.67,0.38,125,0
2023-05-29,Books,North,Mobile App,1020.21,132,0.213,3.1,0.11,466.27,0.365,412,0
2023-05-30,Books,North,Mobile App,998.65,111,0.18,3.6,0.107,904.3,0.163,498,0
2023-05-31,Sports,South,Online,991.44,125,0.034,4.3,0.127,964.15,0.385,424,0
2023-06-01,Home & Garden,West,Mobile App,995.71,132,0.16,3.9,0.15,471.91,0.267,41,0
2023-06-02,Books,Central,In-Store,910.25,20,0.364,3.6,0.045,762.53,0.2,97,0
2023-06-03,Clothing,East,In-Store,979.98,138,0.323,3.3,0.106,555.08,0.3,448,0
2023-06-04,Clothing,East,Online,981.68,24,0.086,4.6,0.165,560.89,0.055,30,0
2023-06-05,Books,South,In-Store,897.99,37,0.187,2.9,0.093,314.19,0.107,157,0
2023-06-06,Home & Garden,North,Online,1101.41,54,0.327,3.6,0.056,256.11,0.347,111,0
2023-06-07,Clothing,South,In-Store,987.14,103,0.027,4.8,0.131,323.61,0.148,401,0
2023-06-08,Sports,West,Online,851.11,149,0.155,4.6,0.165,578.51,0.289,246,0
2023-06-09,Clothing,West,Mobile App,996.22,38,0.341,3.5,0.013,77.7,0.204,121,0
2023-06-10,Electronics,Central,In-Store,863.09,4,0.162,4.4,0.155,911.89,0.392,272,0
2023-06-11,Electronics,Central,In-Store,1001.51,57,0.031,4.6,0.164,198.47,0.431,293,0
2023-06-12,Home & Garden,West,Online,1028.8,20,0.217,4.7,0.092,259.08,0.403,397,0
2023-06-13,Books,West,Online,868.13,17,0.345,3.9,0.197,542.36,0.158,470,0
2023-06-14,Home & Garden,West,In-Store,1008.63,119,0.236,3.0,0.157,724.61,0.128,472,0
2023-06-15,Home & Garden,South,Online,962.47,71,0.091,3.1,0.155,140.94,0.24,206,0
2023-06-16,Home & Garden,West,In-Store,993.2,4,0.154,3.2,0.15,351.81,0.053,109,0
2023-06-17,Home & Garden,East,Mobile App,1077.28,14,0.18,4.0,0.03,970.24,0.06,439,0
2023-06-18,Sports,North,Online,904.12,3,0.232,2.6,0.043,299.23,0.271,277,0
2023-06-19,Sports,West,In-Store,861.78,80,0.304,4.1,0.093,347.4,0.258,450,0
2023-06-20,Clothing,North,Mobile App,849.36,55,0.04,3.4,0.053,844.67,0.448,55,0
2023-06-21,Electronics,South,Mobile App,853.81,132,0.356,3.2,0.083,97.7,0.131,374,0
2023-06-22,Home & Garden,North,In-Store,911.57,120,0.005,4.7,0.178,491.38,0.153,402,0
2023-06-23,Clothing,South,Online,943.82,24,0.148,3.7,0.165,410.64,0.095,56,0
2023-06-24,Electronics,East,In-Store,937.57,82,0.011,2.7,0.126,350.76,0.417,427,0
2023-06-25,Books,South,Mobile App,980.64,147,0.157,4.6,0.172,321.41,0.361,481,0
2023-06-26,Sports,South,In-Store,914.65,60,0.21,2.6,0.157,136.81,0.379,290,0
2023-06-27,Electronics,Central,Online,1029.16,147,0.205,4.3,0.086,349.08,0.411,113,0
2023-06-28,Books,West,Mobile App,891.1,49,0.066,4.4,0.04,90.9,0.26,380,0
2023-06-29,Electronics,West,In-Store,1129.4,63,0.258,3.4,0.103,791.92,0.23,384,0
2023-06-30,Sports,East,Online,961.48,110,0.018,4.6,0.147,428.32,0.182,307,0
2023-07-01,Sports,East,Mobile App,842.62,109,0.305,3.8,0.087,471.71,0.286,340,0
2023-07-02,Clothing,West,Online,825.41,76,0.379,3.7,0.133,898.91,0.232,476,0
2023-07-03,Home & Garden,Central,Mobile App,949.7,30,0.136,2.6,0.019,675.15,0.231,197,0
2023-07-04,Electronics,West,In-Store,893.36,58,0.207,3.2,0.15,57.66,0.425,420,0
2023-07-05,Electronics,Central,Online,968.63,117,0.152,4.8,0.163,946.02,0.444,320,0
2023-07-06,Books,East,Mobile App,949.76,100,0.003,3.5,0.141,275.29,0.369,178,0
2023-07-07,Sports,North,Online,906.6,19,0.154,3.9,0.193,152.23,0.353,384,0
2023-07-08,Electronics,East,Online,845.33,94,0.317,3.8,0.165,779.72,0.322,218,0
2023-07-09,Sports,East,In-Store,792.66,113,0.238,4.0,0.181,525.45,0.116,276,0
2023-07-10,Electronics,South,Online,879.03,146,0.041,2.7,0.187,462.08,0.074,436,0
2023-07-11,Clothing,South,Mobile App,984.29,63,0.339,3.4,0.16,287.03,0.326,15,0
2023-07-12,Home & Garden,South,Mobile App,934.06,116,0.212,4.3,0.135,570.1,0.342,491,0
2023-07-13,Electronics,South,Mobile App,818.56,113,0.337,3.0,0.001,310.67,0.069,378,0
2023-07-14,Sports,Central,Mobile App,933.48,47,0.232,3.0,0.093,906.5,0.421,60,0
2023-07-15,Clothing,West,In-Store,951.98,57,0.224,2.5,0.114,254.44,0.086,53,0
2023-07-16,Electronics,North,Online,852.1,118,0.042,3.6,0.061,890.14,0.164,167,0
2023-07-17,Books,East,In-Store,936.89,45,0.067,4.7,0.064,581.44,0.319,25,0
2023-07-18,Home & Garden,Central,Online,931.15,145,0.389,2.6,0.192,837.06,0.118,335,0
2023-07-19,Electronics,North,Online,837.08,4,0.091,3.0,0.178,727.2,0.072,475,0
2023-07-20,Clothing,Central,Online,959.28,148,0.391,3.3,0.17,711.86,0.182,64,0
2023-07-21,Books,Central,In-Store,977.79,47,0.213,4.3,0.081,358.13,0.356,99,0
2023-07-22,Clothing,East,Online,1021.96,143,0.054,4.1,0.003,272.2,0.215,73,0
2023-07-23,Clothing,West,In-Store,1022.12,47,0.04,3.5,0.016,250.34,0.311,191,0
2023-07-24,Books,South,Mobile App,830.22,78,0.084,4.4,0.062,864.33,0.282,170,0
2023-07-25,Clothing,West,Mobile App,868.14,124,0.37,4.0,0.003,829.41,0.059,272,0
2023-07-26,Books,East,Online,987.22,75,0.166,4.7,0.003,468.54,0.445,376,0
2023-07-27,Electronics,East,In-Store,990.08,103,0.158,4.5,0.183,175.78,0.067,186,0
2023-07-28,Books,East,Mobile App,993.26,137,0.125,3.1,0.141,413.14,0.437,22,0
2023-07-29,Books,North,In-Store,1263.46,90,0.059,3.2,0.062,638.38,0.27,390,1
2023-07-30,Home & Garden,West,In-Store,1004.2,144,0.195,2.8,0.027,481.68,0.435,427,0
2023-07-31,Books,West,Online,1052.77,69,0.052,3.3,0.102,791.18,0.096,180,0
2023-08-01,Books,Central,Mobile App,1041.75,61,0.334,5.0,0.001,997.74,0.246,326,0
2023-08-02,Electronics,Central,Online,1021.15,138,0.148,3.5,0.188,231.58,0.118,107,0
2023-08-03,Home & Garden,Central,Online,947.52,50,0.15,3.1,0.083,486.67,0.07,334,0
2023-08-04,Sports,East,Mobile App,1037.26,3,0.19,4.4,0.08,459.43,0.297,161,0
2023-08-05,Electronics,West,Mobile App,918.62,107,0.178,3.9,0.078,339.27,0.133,301,0
2023-08-06,Electronics,East,In-Store,965.5,113,0.398,2.9,0.014,238.19,0.285,492,0
2023-08-07,Sports,North,Mobile App,949.7,94,0.218,3.5,0.128,112.41,0.095,451,0
2023-08-08,Books,Central,In-Store,999.26,118,0.035,3.5,0.147,892.76,0.183,205,0
2023-08-09,Clothing,East,In-Store,1182.15,81,0.243,4.4,0.135,448.86,0.363,77,1
2023-08-10,Home & Garden,East,In-Store,851.95,109,0.061,2.6,0.028,522.05,0.225,15,0
2023-08-11,Clothing,North,Mobile App,1060.67,51,0.012,3.2,0.116,921.09,0.301,326,0
2023-08-12,Sports,South,Online,881.27,147,0.388,3.8,0.114,787.48,0.309,95,0
2023-08-13,Electronics,West,In-Store,977.13,35,0.309,3.2,0.174,173.98,0.388,146,0
2023-08-14,Electronics,South,Online,1106.67,46,0.392,4.1,0.076,587.15,0.18,1,0
2023-08-15,Home & Garden,Central,Online,1029.44,69,0.191,3.7,0.074,470.14,0.325,9,0
2023-08-16,Electronics,East,Mobile App,942.9,93,0.213,3.4,0.124,807.35,0.435,433,0
2023-08-17,Electronics,North,Online,976.78,64,0.067,4.9,0.127,738.02,0.342,124,0
2023-08-18,Home & Garden,North,Online,1093.32,49,0.099,4.1,0.094,705.89,0.246,80,0
2023-08-19,Home & Garden,West,Mobile App,985.53,149,0.335,2.8,0.089,373.52,0.302,484,0
2023-08-20,Sports,South,In-Store,1066.35,74,0.142,3.9,0.099,814.72,0.346,139,0
2023-08-21,Electronics,West,Online,1057.81,5,0.331,4.5,0.172,99.77,0.295,325,0
2023-08-22,Electronics,East,Mobile App,1007.22,100,0.284,4.3,0.092,201.64,0.057,149,0
2023-08-23,Sports,West,Online,1236.1,70,0.071,2.9,0.188,368.84,0.128,287,1
2023-08-24,Books,North,Online,1120.58,90,0.203,4.9,0.101,122.97,0.374,360,0
2023-08-25,Books,North,In-Store,913.18,4,0.271,3.6,0.19,273.24,0.159,339,0
2023-08-26,Books,Central,Online,1095.48,126,0.094,2.9,0.167,838.64,0.343,128,0
2023-08-27,Sports,Central,Mobile App,1033.03,39,0.332,3.0,0.072,950.84,0.199,437,0
2023-08-28,Electronics,East,Online,1159.61,129,0.218,2.7,0.173,339.37,0.259,238,1
2023-08-29,Sports,South,In-Store,1033.49,24,0.066,4.5,0.022,301.29,0.077,57,0
2023-08-30,Sports,West,In-Store,1093.23,57,0.233,2.8,0.185,315.9,0.122,197,0
2023-08-31,Books,East,Mobile App,1148.34,100,0.4,2.8,0.126,313.83,0.433,210,1
2023-09-01,Clothing,Central,In-Store,1182.76,70,0.06,4.6,0.011,84.13,0.406,401,1
2023-09-02,Electronics,West,Online,1023.06,41,0.327,3.4,0.129,930.57,0.311,389,0
2023-09-03,Books,Central,In-Store,1097.92,60,0.083,2.6,0.195,253.01,0.234,44,0
2023-09-04,Clothing,West,Mobile App,1092.29,108,0.313,2.6,0.014,449.0,0.32,96,0
2023-09-05,Clothing,South,In-Store,1083.65,57,0.294,2.9,0.111,59.2,0.297,278,0
2023-09-06,Home & Garden,East,In-Store,1282.78,31,0.12,3.0,0.15,865.06,0.277,22,1
2023-09-07,Electronics,West,In-Store,1179.58,84,0.13,4.2,0.162,744.6,0.074,409,1
2023-09-08,Clothing,North,Mobile App,1051.95,36,0.317,2.9,0.083,949.42,0.303,460,0
2023-09-09,Books,North,In-Store,1231.88,108,0.185,2.8,0.041,792.53,0.358,390,1
2023-09-10,Home & Garden,West,In-Store,1333.86,106,0.292,4.4,0.008,348.02,0.448,334,1
2023-09-11,Electronics,West,Online,1252.31,86,0.059,4.2,0.116,285.48,0.054,43,1
2023-09-12,Sports,West,Mobile App,1053.77,135,0.341,3.6,0.091,712.83,0.342,26,0
2023-09-13,Books,North,In-Store,1142.18,14,0.284,3.9,0.19,395.91,0.279,281,0
2023-09-14,Clothing,North,Mobile App,1287.85,120,0.363,3.3,0.012,587.9,0.224,96,1
2023-09-15,Clothing,West,In-Store,1135.45,138,0.053,3.7,0.137,55.94,0.101,462,0
2023-09-16,Books,Central,In-Store,1233.1,80,0.237,3.8,0.005,108.79,0.214,35,1
2023-09-17,Clothing,Central,In-Store,1265.07,144,0.24,3.5,0.034,558.6,0.192,108,1
2023-09-18,Home & Garden,South,Online,1134.43,106,0.141,4.8,0.091,587.77,0.171,54,0
2023-09-19,Electronics,East,Online,1209.27,70,0.183,2.5,0.091,763.88,0.342,191,1
2023-09-20,Home & Garden,Central,Online,960.14,44,0.015,4.5,0.137,175.37,0.33,218,0
2023-09-21,Clothing,North,Mobile App,1142.86,73,0.298,2.8,0.182,537.52,0.286,184,0
2023-09-22,Sports,Central,Mobile App,1209.93,45,0.22,4.5,0.128,234.73,0.425,68,1
2023-09-23,Electronics,South,Online,1135.6,107,0.023,4.0,0.191,138.54,0.19,316,0
2023-09-24,Electronics,South,Mobile App,1371.25,84,0.272,4.6,0.176,439.97,0.148,129,1
2023-09-25,Books,East,In-Store,1131.43,82,0.187,2.7,0.117,205.17,0.312,54,0
2023-09-26,Books,Central,In-Store,1215.76,107,0.014,3.9,0.167,260.69,0.13,377,1
2023-09-27,Sports,North,In-Store,1266.5,21,0.388,3.8,0.129,351.68,0.176,96,1
2023-09-28,Electronics,North,Online,1376.35,7,0.38,4.3,0.016,296.42,0.14,335,1
2023-09-29,Sports,West,Mobile App,1151.13,70,0.205,3.8,0.148,133.21,0.078,86,1
2023-09-30,Books,North,Online,1363.94,127,0.037,3.9,0.019,135.42,0.381,293,1
2023-10-01,Books,East,Mobile App,1276.52,143,0.302,3.6,0.119,233.59,0.152,118,1
2023-10-02,Electronics,East,In-Store,1201.92,148,0.197,3.3,0.141,98.03,0.239,207,1
2023-10-03,Home & Garden,North,Online,1322.09,143,0.121,3.7,0.013,645.13,0.067,333,1
2023-10-04,Clothing,North,Mobile App,1305.64,149,0.197,2.8,0.046,322.96,0.33,412,1
2023-10-05,Books,West,Mobile App,1246.21,120,0.209,4.9,0.183,315.76,0.182,153,1
2023-10-06,Books,North,In-Store,1304.25,128,0.225,4.3,0.123,365.4,0.348,34,1
2023-10-07,Home & Garden,West,Online,1272.2,142,0.176,4.9,0.049,679.66,0.215,78,1
2023-10-08,Home & Garden,West,Online,1316.37,57,0.242,3.1,0.138,877.1,0.128,66,1
2023-10-09,Sports,North,Online,1364.44,58,0.367,4.7,0.119,771.13,0.255,342,1
2023-10-10,Sports,South,In-Store,1442.44,21,0.145,4.5,0.1,741.15,0.102,412,1
2023-10-11,Clothing,South,Online,1220.53,82,0.29,4.2,0.195,510.17,0.226,33,1
2023-10-12,Clothing,West,In-Store,1494.1,69,0.358,4.1,0.137,709.12,0.177,96,1
2023-10-13,Electronics,North,In-Store,1171.09,131,0.182,3.3,0.075,575.12,0.415,168,1
2023-10-14,Sports,South,In-Store,1318.82,87,0.177,4.5,0.16,255.44,0.074,168,1
2023-10-15,Books,North,Mobile App,1381.64,49,0.241,3.8,0.177,248.16,0.328,150,1
2023-10-16,Sports,North,Online,1360.55,147,0.237,2.7,0.025,331.57,0.123,70,1
2023-10-17,Books,North,Online,1291.65,115,0.323,3.3,0.04,915.26,0.178,2,1
2023-10-18,Home & Garden,Central,In-Store,1328.11,89,0.191,4.8,0.043,570.04,0.216,313,1
2023-10-19,Sports,North,In-Store,1308.5,85,0.398,4.6,0.138,747.21,0.413,31,1
2023-10-20,Home & Garden,Central,Online,1303.87,128,0.024,5.0,0.121,379.23,0.147,286,1
2023-10-21,Clothing,West,In-Store,1421.95,140,0.001,4.1,0.124,437.33,0.087,81,1
2023-10-22,Clothing,South,Online,1385.39,117,0.256,3.1,0.188,169.29,0.177,42,1
2023-10-23,Electronics,South,Mobile App,1304.13,127,0.119,2.9,0.155,212.73,0.092,390,1
2023-10-24,Sports,South,In-Store,1434.15,71,0.096,3.0,0.026,835.99,0.101,104,1
2023-10-25,Home & Garden,South,Online,1389.27,86,0.125,2.5,0.07,605.6,0.28,0,1
2023-10-26,Books,South,In-Store,1432.1,33,0.102,3.5,0.087,370.66,0.074,60,1
2023-10-27,Clothing,South,Online,1419.71,81,0.012,3.0,0.079,812.71,0.062,269,1
2023-10-28,Clothing,South,Online,1305.16,61,0.389,3.5,0.134,284.19,0.336,179,1
2023-10-29,Books,West,In-Store,1328.69,61,0.088,4.8,0.178,977.23,0.195,223,1
2023-10-30,Home & Garden,North,Mobile App,1435.19,98,0.294,3.6,0.061,377.58,0.1,5,1
2023-10-31,Home & Garden,East,Online,1426.02,28,0.305,4.7,0.11,370.45,0.151,102,1
2023-11-01,Sports,Central,Online,1377.17,43,0.372,4.0,0.158,346.32,0.307,9,1
2023-11-02,Sports,East,Online,1389.76,86,0.012,3.1,0.083,166.01,0.16,70,1
2023-11-03,Electronics,East,Mobile App,1484.0,17,0.349,3.4,0.034,155.58,0.248,89,1
2023-11-04,Clothing,North,Mobile App,1335.74,98,0.211,2.7,0.095,665.7,0.099,225,1
2023-11-05,Sports,North,In-Store,1427.99,98,0.253,3.3,0.011,881.36,0.285,157,1
2023-11-06,Home & Garden,North,Mobile App,1369.07,65,0.258,4.2,0.188,800.99,0.176,227,1
2023-11-07,Books,South,In-Store,1368.74,74,0.328,2.7,0.015,184.05,0.301,404,1
2023-11-08,Home & Garden,West,In-Store,1474.83,85,0.133,3.0,0.088,568.3,0.373,125,1
2023-11-09,Clothing,South,Mobile App,1453.61,5,0.293,3.5,0.106,150.31,0.295,443,1
2023-11-10,Home & Garden,West,In-Store,1453.18,2,0.211,5.0,0.197,93.03,0.168,208,1
2023-11-11,Electronics,West,Mobile App,1492.93,22,0.317,4.5,0.033,673.57,0.152,96,1
2023-11-12,Clothing,East,In-Store,1390.44,112,0.396,4.3,0.023,558.39,0.181,73,1
2023-11-13,Books,East,Mobile App,1443.46,57,0.08,2.8,0.002,127.92,0.116,114,1
2023-11-14,Electronics,West,Mobile App,1364.1,66,0.398,4.5,0.031,83.19,0.122,190,1
2023-11-15,Clothing,West,In-Store,1414.74,74,0.036,4.5,0.041,990.27,0.366,494,1
2023-11-16,Books,South,Online,1378.16,98,0.001,4.0,0.126,78.52,0.204,169,1
2023-11-17,Electronics,South,In-Store,1395.97,144,0.018,5.0,0.044,472.3,0.224,306,1
2023-11-18,Electronics,East,Mobile App,1435.34,112,0.137,3.3,0.004,529.39,0.288,447,1
2023-11-19,Clothing,North,Online,1321.66,125,0.253,4.9,0.165,161.42,0.286,203,1
2023-11-20,Sports,West,In-Store,1553.78,86,0.028,4.8,0.073,210.61,0.077,55,1
2023-11-21,Electronics,South,In-Store,1305.06,76,0.002,2.5,0.071,384.21,0.383,207,1
2023-11-22,Electronics,East,In-Store,1287.43,88,0.375,3.6,0.06,773.59,0.121,40,1
2023-11-23,Books,South,Online,1476.12,38,0.329,4.9,0.195,531.73,0.339,31,1
2023-11-24,Home & Garden,West,Mobile App,1445.59,59,0.324,2.8,0.034,656.01,0.359,14,1
2023-11-25,Clothing,West,In-Store,1430.86,138,0.354,3.9,0.18,985.92,0.336,61,1
2023-11-26,Clothing,Central,In-Store,1429.75,99,0.28,4.9,0.155,779.61,0.282,154,1
2023-11-27,Sports,North,In-Store,1376.94,63,0.042,3.9,0.015,462.64,0.056,283,1
2023-11-28,Sports,Central,In-Store,1304.47,49,0.16,3.0,0.197,474.12,0.194,208,1
2023-11-29,Clothing,East,In-Store,1380.52,32,0.289,4.0,0.054,637.83,0.292,319,1
2023-11-30,Sports,South,Mobile App,1318.39,135,0.112,3.0,0.02,682.1,0.205,493,1
2023-12-01,Books,East,Mobile App,1448.56,21,0.275,3.8,0.166,525.68,0.395,186,1
2023-12-02,Clothing,West,In-Store,1356.67,20,0.01,2.7,0.141,662.62,0.174,497,1
2023-12-03,Sports,Central,Online,1300.17,127,0.122,4.0,0.123,72.36,0.167,441,1
2023-12-04,Clothing,Central,Mobile App,1338.18,68,0.22,3.8,0.031,458.14,0.156,129,1
2023-12-05,Home & Garden,Central,Online,1394.5,110,0.253,4.4,0.096,314.99,0.183,126,1
2023-12-06,Electronics,East,Mobile App,1313.83,116,0.231,4.1,0.156,172.72,0.273,291,1
2023-12-07,Clothing,West,In-Store,1290.53,143,0.279,3.9,0.061,144.57,0.333,113,1
2023-12-08,Electronics,South,Mobile App,1373.08,120,0.002,4.2,0.062,623.03,0.315,198,1
2023-12-09,Sports,South,In-Store,1370.36,79,0.04,2.9,0.001,547.42,0.373,12,1
2023-12-10,Electronics,East,Mobile App,1307.3,116,0.348,4.0,0.035,290.9,0.404,270,1
2023-12-11,Clothing,Central,In-Store,1307.17,92,0.273,2.9,0.175,497.4,0.376,88,1
2023-12-12,Home & Garden,North,In-Store,1360.33,14,0.045,4.8,0.088,517.62,0.058,214,1
2023-12-13,Sports,East,In-Store,1222.75,125,0.337,2.7,0.197,235.26,0.344,443,1
2023-12-14,Clothing,East,In-Store,1222.75,58,0.097,3.6,0.079,669.49,0.133,277,1
2023-12-15,Sports,West,Online,1274.53,28,0.191,4.2,0.143,791.87,0.103,446,1
2023-12-16,Books,South,In-Store,1311.52,26,0.058,3.6,0.056,801.89,0.305,473,1
2023-12-17,Electronics,East,Online,1349.98,113,0.284,2.7,0.073,622.35,0.178,480,1
2023-12-18,Books,East,Online,1439.57,66,0.267,3.9,0.038,536.06,0.073,202,1
2023-12-19,Clothing,Central,In-Store,1386.53,131,0.084,4.1,0.069,107.96,0.105,73,1
2023-12-20,Home & Garden,Central,Online,1301.42,44,0.345,4.3,0.109,323.44,0.05,24,1
2023-12-21,Sports,North,Mobile App,1308.93,97,0.161,3.4,0.198,138.61,0.411,100,1
2023-12-22,Electronics,West,In-Store,1226.43,42,0.117,3.9,0.133,965.63,0.06,175,1
2023-12-23,Sports,North,Online,1301.26,6,0.061,3.6,0.04,178.33,0.134,426,1
2023-12-24,Clothing,Central,In-Store,1275.71,23,0.106,4.2,0.009,194.19,0.217,116,1
2023-12-25,Sports,South,In-Store,1320.63,89,0.009,4.0,0.025,895.1,0.193,165,1
2023-12-26,Electronics,Central,In-Store,1224.59,123,0.233,3.8,0.113,946.73,0.415,40,1
2023-12-27,Clothing,West,Online,1328.22,147,0.337,3.1,0.153,777.54,0.066,428,1
2023-12-28,Sports,Central,Mobile App,1405.16,51,0.22,2.5,0.188,55.13,0.255,343,1
2023-12-29,Home & Garden,West,Mobile App,1269.66,11,0.088,2.9,0.003,51.28,0.322,423,1
2023-12-30,Clothing,West,Online,1306.28,12,0.013,2.8,0.105,409.2,0.423,365,1
2023-12-31,Clothing,West,In-Store,1325.1,74,0.086,3.6,0.094,186.23,0.298,119,1
